timestamp,road_id,hour,day_of_week,is_weekend,is_rush_hour,road_type,road_lanes,road_importance,volume,speed,congestion,precipitation,incident
2025-04-16 00:00:00,1,0,2,0,0,arterial,2,4,22,44.54060274769402,0.11185872421430525,0.0,0
2025-04-16 00:00:00,2,0,2,0,0,residential,2,2,20,26.600854021869306,0.1468976282138922,0.0,0
2025-04-16 00:00:00,3,0,2,0,0,residential,2,3,11,25.432442841852094,0.12418769632747272,0.0,0
2025-04-16 00:00:00,4,0,2,0,0,arterial,3,4,34,54.0137491561949,0.11493162272610692,0.0,0
2025-04-16 00:00:00,5,0,2,0,0,highway,3,4,58,58.801811621014515,0.09471505236693897,0.0,0
2025-04-16 00:00:00,6,0,2,0,0,residential,2,3,11,24.268434911502986,0.11231175410673118,0.0,0
2025-04-16 00:00:00,7,0,2,0,0,arterial,2,3,51,40.02309516602019,0.2527780844960516,0.4377417079334319,0
2025-04-16 00:00:00,8,0,2,0,0,residential,2,1,22,23.776399826859652,0.24884162854984954,0.0,0
2025-04-16 00:00:00,9,0,2,0,0,arterial,3,3,36,48.029120883920704,0.1227979707838417,0.0,0
2025-04-16 00:00:00,10,0,2,0,0,residential,2,1,15,30.027461288298184,0.16029656327919006,0.0,0
2025-04-16 00:00:00,11,0,2,0,0,arterial,3,4,36,52.67758191068808,0.12761206403959882,0.0,0
2025-04-16 00:00:00,12,0,2,0,0,arterial,3,3,35,46.04653274894925,0.1004715110730843,0.0,0
2025-04-16 00:00:00,13,0,2,0,0,arterial,3,3,32,48.26407908554882,0.10134375415845971,0.0,0
2025-04-16 00:00:00,14,0,2,0,0,highway,4,4,83,72.05795537113686,0.11028153952676707,0.30174696150157976,0
2025-04-16 00:00:00,15,0,2,0,0,arterial,3,4,38,44.435697164885624,0.15193775519893146,0.0,0
2025-04-16 00:00:00,16,0,2,0,0,residential,1,2,16,26.470194758718492,0.29965120897591474,0.0,0
2025-04-16 00:00:00,17,0,2,0,0,residential,1,1,10,24.583750126865727,0.21516264295793686,0.6847359071493504,0
2025-04-16 00:00:00,18,0,2,0,0,residential,2,3,10,27.921812728637402,0.090354692095051,0.0,0
2025-04-16 00:00:00,19,0,2,0,0,arterial,4,3,32,45.56620178772869,0.08956436102582833,0.0,0
2025-04-16 00:00:00,20,0,2,0,0,arterial,2,2,40,38.90107671053002,0.19538892658482232,0.0,0
2025-04-16 01:00:00,1,1,2,0,0,arterial,2,4,20,44.221222814935764,0.10746063469527192,0.0,0
2025-04-16 01:00:00,2,1,2,0,0,residential,2,2,11,25.285718585888663,0.10147444472075569,0.0,0
2025-04-16 01:00:00,3,1,2,0,0,residential,2,3,12,31.48525063555701,0.11104810531458181,0.0,0
2025-04-16 01:00:00,4,1,2,0,0,arterial,3,4,25,47.94026381846358,0.08224477095700619,0.0,0
2025-04-16 01:00:00,5,1,2,0,0,highway,3,4,63,62.86390168422063,0.11355797497847714,0.0,0
2025-04-16 01:00:00,6,1,2,0,0,residential,2,3,11,22.96311944158713,0.12181349890376914,0.0,0
2025-04-16 01:00:00,7,1,2,0,0,arterial,2,3,28,39.043085470689036,0.14221185661530528,0.0,0
2025-04-16 01:00:00,8,1,2,0,0,residential,2,1,11,28.007312341320212,0.12878754923512045,0.0,0
2025-04-16 01:00:00,9,1,2,0,0,arterial,3,3,33,43.97936812471585,0.10773910707596752,0.0,0
2025-04-16 01:00:00,10,1,2,0,0,residential,2,1,10,28.88147043026119,0.09626407844312437,0.0,0
2025-04-16 01:00:00,11,1,2,0,0,arterial,3,4,17,38.389966796370445,0.05683507785158507,0.0,0
2025-04-16 01:00:00,12,1,2,0,0,arterial,3,3,16,55.00000000000001,0.059971682180761196,0.0,0
2025-04-16 01:00:00,13,1,2,0,0,arterial,3,3,18,34.83708934248967,0.05399339361013773,0.0,0
2025-04-16 01:00:00,14,1,2,0,0,highway,4,4,44,74.34266705832785,0.060051847292638114,0.0,0
2025-04-16 01:00:00,15,1,2,0,0,arterial,3,4,15,37.71552008374814,0.047267781872536885,0.0,0
2025-04-16 01:00:00,16,1,2,0,0,residential,1,2,17,19.90236511769813,0.313524337887002,0.0,0
2025-04-16 01:00:00,17,1,2,0,0,residential,1,1,10,24.825761358844932,0.20971227572854972,0.0,0
2025-04-16 01:00:00,18,1,2,0,0,residential,2,3,16,25.09874210549164,0.17397960404999396,0.0,0
2025-04-16 01:00:00,19,1,2,0,0,arterial,4,3,26,43.821365496875515,0.05913755325135331,0.0,0
2025-04-16 01:00:00,20,1,2,0,0,arterial,2,2,19,47.93024004804286,0.08361960345244471,0.0,0
2025-04-16 02:00:00,1,2,2,0,0,arterial,2,4,15,51.99794095101818,0.09139029279873348,0.0,0
2025-04-16 02:00:00,2,2,2,0,0,residential,2,2,10,26.14340684968546,0.10599392541007789,0.0,0
2025-04-16 02:00:00,3,2,2,0,0,residential,2,3,10,28.5562175418713,0.09571550911101556,0.0,0
2025-04-16 02:00:00,4,2,2,0,0,arterial,3,4,12,27.111874824809835,0.05841253815035252,0.0,1
2025-04-16 02:00:00,5,2,2,0,0,highway,3,4,21,71.33762436379405,0.0399202867849609,0.0,0
2025-04-16 02:00:00,6,2,2,0,0,residential,2,3,10,26.06794215856832,0.10126359165990542,0.0,0
2025-04-16 02:00:00,7,2,2,0,0,arterial,2,3,13,42.296716143223016,0.062012207049344445,0.0,0
2025-04-16 02:00:00,8,2,2,0,0,residential,2,1,10,33.0,0.09971768858023802,0.0,0
2025-04-16 02:00:00,9,2,2,0,0,arterial,3,3,12,55.00000000000001,0.04183201510794375,0.5674828512366121,0
2025-04-16 02:00:00,10,2,2,0,0,residential,2,1,10,29.790711582106912,0.11632173938541718,0.0,0
2025-04-16 02:00:00,11,2,2,0,0,arterial,3,4,14,48.16890416719441,0.03915214013451295,0.0,0
2025-04-16 02:00:00,12,2,2,0,0,arterial,3,3,13,48.297596211863755,0.042990273482575996,0.0,0
2025-04-16 02:00:00,13,2,2,0,0,arterial,3,3,10,49.88400079706295,0.036964312837230597,0.0,0
2025-04-16 02:00:00,14,2,2,0,0,highway,4,4,19,77.0,0.020550429262427346,0.0,0
2025-04-16 02:00:00,15,2,2,0,0,arterial,3,4,17,55.00000000000001,0.05490060250430865,0.0,0
2025-04-16 02:00:00,16,2,2,0,0,residential,1,2,10,28.995745082988694,0.1983377320125748,0.0,0
2025-04-16 02:00:00,17,2,2,0,0,residential,1,1,10,24.100853333961208,0.18169482614426305,0.0,0
2025-04-16 02:00:00,18,2,2,0,0,residential,2,3,10,32.4741165263569,0.11691286887173769,0.0,0
2025-04-16 02:00:00,19,2,2,0,0,arterial,4,3,13,47.83980012812454,0.022027394104453635,0.0,0
2025-04-16 02:00:00,20,2,2,0,0,arterial,2,2,15,45.58517287423477,0.080279392529536,0.0,0
2025-04-16 03:00:00,1,3,2,0,0,arterial,2,4,13,42.02642635612331,0.06636486846977352,0.0,0
2025-04-16 03:00:00,2,3,2,0,0,residential,2,2,10,29.340279159040783,0.09919713535434067,0.10973376635449664,0
2025-04-16 03:00:00,3,3,2,0,0,residential,2,3,10,27.283717631720087,0.084371149404327,0.0,0
2025-04-16 03:00:00,4,3,2,0,0,arterial,3,4,10,53.83398440170016,0.03149558156922042,0.0,0
2025-04-16 03:00:00,5,3,2,0,0,highway,3,4,17,77.0,0.025054585806175273,0.0,0
2025-04-16 03:00:00,6,3,2,0,0,residential,2,3,10,30.15045606906307,0.10046010639326558,0.0,0
2025-04-16 03:00:00,7,3,2,0,0,arterial,2,3,14,49.44430065599082,0.08311759124371555,0.0,0
2025-04-16 03:00:00,8,3,2,0,0,residential,2,1,10,31.168046819198338,0.09592162143696494,0.0,0
2025-04-16 03:00:00,9,3,2,0,0,arterial,3,3,12,53.52216879661251,0.042336418956566355,0.0,0
2025-04-16 03:00:00,10,3,2,0,0,residential,2,1,10,31.386068486150364,0.08915493280917779,0.0,0
2025-04-16 03:00:00,11,3,2,0,0,arterial,3,4,10,55.00000000000001,0.034943724394952906,0.2871405726506748,0
2025-04-16 03:00:00,12,3,2,0,0,arterial,3,3,13,49.20301637096157,0.04065944381480294,0.0,0
2025-04-16 03:00:00,13,3,2,0,0,arterial,3,3,12,52.32551475710201,0.040158992586715084,0.0,0
2025-04-16 03:00:00,14,3,2,0,0,highway,4,4,27,66.83721610903673,0.03472690456929065,0.45825199887384394,0
2025-04-16 03:00:00,15,3,2,0,0,arterial,3,4,10,46.705386009560065,0.03617507443220727,0.0,0
2025-04-16 03:00:00,16,3,2,0,0,residential,1,2,10,21.486965214649683,0.21492291725103796,0.3268495482666424,0
2025-04-16 03:00:00,17,3,2,0,0,residential,1,1,10,26.963457999638653,0.18354239827961313,0.0,0
2025-04-16 03:00:00,18,3,2,0,0,residential,2,3,10,27.523617822869397,0.09652534652090101,0.0,0
2025-04-16 03:00:00,19,3,2,0,0,arterial,4,3,16,44.36839076466776,0.04398313226001752,0.0,0
2025-04-16 03:00:00,20,3,2,0,0,arterial,2,2,14,45.511144314485335,0.07575983338706559,0.0,0
2025-04-16 04:00:00,1,4,2,0,0,arterial,2,4,23,45.441458265758875,0.12241172686872932,0.0,0
2025-04-16 04:00:00,2,4,2,0,0,residential,2,2,10,28.388086592152494,0.07593082373342669,0.0,0
2025-04-16 04:00:00,3,4,2,0,0,residential,2,3,12,25.588127300907978,0.10830793446474872,0.0,0
2025-04-16 04:00:00,4,4,2,0,0,arterial,3,4,27,40.471308870131544,0.0787807609504192,0.0,0
2025-04-16 04:00:00,5,4,2,0,0,highway,3,4,71,67.08652579333443,0.1062865865224004,0.0,0
2025-04-16 04:00:00,6,4,2,0,0,residential,2,3,12,28.567200866941516,0.13195577216130733,0.0,0
2025-04-16 04:00:00,7,4,2,0,0,arterial,2,3,23,48.821211442818104,0.10278585435632454,0.0,0
2025-04-16 04:00:00,8,4,2,0,0,residential,2,1,12,29.816011605334737,0.12870719212163426,0.0,0
2025-04-16 04:00:00,9,4,2,0,0,arterial,3,3,19,49.51256151682864,0.07029059049936781,0.0,0
2025-04-16 04:00:00,10,4,2,0,0,residential,2,1,11,30.400384319555013,0.1420239935157578,0.0,0
2025-04-16 04:00:00,11,4,2,0,0,arterial,3,4,31,55.00000000000001,0.10445478826714079,0.0,0
2025-04-16 04:00:00,12,4,2,0,0,arterial,3,3,30,45.89847862375454,0.1049549214857654,0.0,0
2025-04-16 04:00:00,13,4,2,0,0,arterial,3,3,21,40.17250377499627,0.07011077974073128,0.0,0
2025-04-16 04:00:00,14,4,2,0,0,highway,4,4,46,68.72738917467434,0.057295600178060194,0.0,0
2025-04-16 04:00:00,15,4,2,0,0,arterial,3,4,25,48.37199795212777,0.09125895400969111,0.3581600539652178,0
2025-04-16 04:00:00,16,4,2,0,0,residential,1,2,14,25.20868927012899,0.24233440903238945,0.0,0
2025-04-16 04:00:00,17,4,2,0,0,residential,1,1,11,25.800213638225017,0.24271776294814643,0.0,0
2025-04-16 04:00:00,18,4,2,0,0,residential,2,3,11,32.87029503475043,0.10423073143580326,0.0,0
2025-04-16 04:00:00,19,4,2,0,0,arterial,4,3,25,33.09446126748937,0.061199209449278306,0.0,0
2025-04-16 04:00:00,20,4,2,0,0,arterial,2,2,23,41.86444551791573,0.1469611567296835,0.0,0
2025-04-16 05:00:00,1,5,2,0,0,arterial,2,4,68,31.42484333705893,0.36877263487952955,0.0,0
2025-04-16 05:00:00,2,5,2,0,0,residential,2,2,34,22.424204752691136,0.36733459643452626,1.4388124318547273,0
2025-04-16 05:00:00,3,5,2,0,0,residential,2,3,20,25.590936274386067,0.17872838740166738,0.0,0
2025-04-16 05:00:00,4,5,2,0,0,arterial,3,4,53,43.35842528347766,0.2066015690960779,0.35040383064798947,0
2025-04-16 05:00:00,5,5,2,0,0,highway,3,4,157,51.26211220780358,0.25998190870282556,0.0,0
2025-04-16 05:00:00,6,5,2,0,0,residential,2,3,24,27.1044123106071,0.23607351577239702,0.0,0
2025-04-16 05:00:00,7,5,2,0,0,arterial,2,3,51,50.65636616763684,0.20420257787443985,0.0,0
2025-04-16 05:00:00,8,5,2,0,0,residential,2,1,27,25.933541332340678,0.24260987217322544,0.0,0
2025-04-16 05:00:00,9,5,2,0,0,arterial,3,3,44,46.851193950902484,0.13777900025494352,0.0,0
2025-04-16 05:00:00,10,5,2,0,0,residential,2,1,32,21.047687542553287,0.3201970372266446,0.0,0
2025-04-16 05:00:00,11,5,2,0,0,arterial,3,4,74,31.651399903542504,0.22707546195709158,0.0,0
2025-04-16 05:00:00,12,5,2,0,0,arterial,3,3,78,44.09829749541338,0.27193402497885655,0.0,0
2025-04-16 05:00:00,13,5,2,0,0,arterial,3,3,47,49.60443758490052,0.169812210326405,0.0,0
2025-04-16 05:00:00,14,5,2,0,0,highway,4,4,127,76.6611784666508,0.1786705114620477,0.0,0
2025-04-16 05:00:00,15,5,2,0,0,arterial,3,4,55,42.67818745401295,0.15854071683033913,0.0,0
2025-04-16 05:00:00,16,5,2,0,0,residential,1,2,25,19.605164884812744,0.4979236107043223,0.0,0
2025-04-16 05:00:00,17,5,2,0,0,residential,1,1,24,17.59345606587004,0.5414356579045235,0.0,0
2025-04-16 05:00:00,18,5,2,0,0,residential,2,3,20,26.330954587636246,0.1998499826330254,0.725912355820065,0
2025-04-16 05:00:00,19,5,2,0,0,arterial,4,3,61,48.437037778707825,0.1457068009943681,0.0,0
2025-04-16 05:00:00,20,5,2,0,0,arterial,2,2,41,40.120650268917046,0.18058364583274283,0.2746155857329405,0
2025-04-16 06:00:00,1,6,2,0,0,arterial,2,4,98,28.75735691136719,0.4073219358371646,0.0,0
2025-04-16 06:00:00,2,6,2,0,0,residential,2,2,37,22.919644313920994,0.42586696620029885,0.0,0
2025-04-16 06:00:00,3,6,2,0,0,residential,2,3,37,20.87256848206992,0.3871135821254167,0.0,0
2025-04-16 06:00:00,4,6,2,0,0,arterial,3,4,92,43.2839068056555,0.29573825653238456,0.0,0
2025-04-16 06:00:00,5,6,2,0,0,highway,3,4,149,59.00091042320156,0.22588602801763227,0.0,0
2025-04-16 06:00:00,6,6,2,0,0,residential,2,3,25,24.54894114780621,0.2213115373169979,0.0,0
2025-04-16 06:00:00,7,6,2,0,0,arterial,2,3,89,38.33141741368112,0.43720104033063145,0.0,0
2025-04-16 06:00:00,8,6,2,0,0,residential,2,1,46,17.84179281857896,0.35261494991821485,0.0,0
2025-04-16 06:00:00,9,6,2,0,0,arterial,3,3,96,32.72539946443466,0.35330659181700524,0.0,0
